,0
239,2055.9036
240,2067.316
241,2089.8145
242,2037.1863
243,2084.721
244,2088.8774
245,2088.5298
246,2093.8936
247,2093.1807
248,2076.5754
249,2088.9646
250,2086.2788
251,2094.527
252,2068.0479
253,2078.6216
254,2075.478
255,2069.1206
256,2118.7676
257,2085.6025
258,2076.7786
259,2061.8303
260,2087.3293
261,2087.7134
262,2002.7546
263,2073.9668
264,2078.973
265,2073.3162
266,2040.4495
267,2087.0137
268,2052.9014
269,2085.8774
270,2090.601
271,2082.227
272,2058.1062
273,2072.4404
274,2096.8215
275,2074.8962
276,2034.6252
277,2098.8816
278,2119.0474
279,1968.124
280,2076.1196
281,2049.1743
282,2027.0479
283,2079.1362
284,2083.7861
285,2091.334
286,2081.6333
287,2080.479
288,2092.718
289,2093.7344
290,2077.1133
291,2081.9255
292,2083.1294
293,2072.912
294,2083.8953
295,2052.2163
296,2090.1733
297,2073.7505
298,2101.8154
299,2115.2998
300,2085.941
301,2090.5837
302,2072.4575
303,2084.3545
304,2058.298
305,1988.3251
306,2101.5164
307,2095.1748
308,2085.129
309,2064.964
310,2092.1326
311,2077.0923
312,2069.44
313,2044.7129
314,2065.495
315,2092.2148
316,2064.4426
317,2028.666
318,2089.6057
319,2096.5645
320,2062.7979
321,2040.6101
322,2083.8909
323,2074.9048
324,2117.2642
325,2097.6582
326,2076.4995
327,2082.759
328,2088.649
329,2071.6348
330,2118.2026
331,2083.3816
332,2086.8542
333,2061.1504
334,2046.2126
335,2082.4565
336,2082.2627
337,2077.642
338,2066.6658
339,2098.0234
340,2096.1826
341,2085.5115
342,2088.5872
343,2088.0137
344,2050.1592
345,2059.0713
346,2071.562
347,2041.9816
348,2073.3108
349,2056.6519
350,2084.7668
351,2077.6816
352,2094.671
353,2093.3823
354,2074.7568
355,2100.5557
356,2073.4639
357,2046.8398
358,2091.2212
359,2095.2817
360,2078.164
361,2076.9785
362,2052.9692
363,2064.6626
364,2073.8599
365,2085.3252
366,2026.9539
367,2091.1265
368,2091.2942
369,2096.147
370,2087.8977
371,2027.6213
372,2092.1958
373,2067.1782
374,2056.539
375,2080.5264
376,2087.8892
377,2090.4043
378,2129.988
379,2028.8678
380,2096.5698
381,2066.3857
382,2070.5615
383,2085.4404
384,2066.2007
385,2053.0078
386,2089.5806
387,2036.998
388,2078.0771
389,2085.9314
390,2060.1523
391,2093.1758
392,1998.2856
393,2091.6956
394,2072.8823
395,2091.0845
396,2083.0898
397,2088.1265
398,2073.2393
399,2084.919
400,2056.692
401,2089.955
402,2094.3286
403,2072.4963
404,2052.582
405,2089.2686
406,2071.0142
407,2089.729
408,2084.9778
409,2064.0176
410,2072.7764
411,2066.38
412,2088.6118
413,2088.6377
414,2086.1543
415,2095.462
416,2087.9531
417,2073.3232
418,2025.2747
419,2009.2186
420,2072.2104
421,2087.8384
422,2093.4827
423,2084.116
424,2041.6576
425,2062.3965
426,2061.7488
427,2093.274
428,2035.3169
429,2050.0073
430,2105.2432
431,2084.4639
432,2053.5425
433,2029.1265
434,2076.096
435,2084.2925
436,2081.732
437,2018.8213
438,2077.0063
439,2104.5234
440,2039.9669
441,2073.7422
442,2084.4834
443,2088.097
444,2071.362
445,2051.0544
446,2059.2085
447,1997.3181
448,2042.6104
449,2103.971
450,2088.7903
451,2080.3213
452,2060.8298
453,2083.1423
454,2079.81
455,2087.717
456,2091.5342
457,2014.2521
458,2071.8596
459,2080.6758
460,2066.9768
461,2079.3145
462,2061.582
463,2073.878
464,2063.4973
465,2120.9702
466,2093.5588
467,2085.6162
468,2042.7021
469,2021.6819
470,2115.3782
471,2104.19
472,2057.9475
473,2084.83
474,2089.591
475,2077.1523
476,2078.3599
477,2090.8484
478,2116.431
479,2083.4866
480,2068.1907
481,2087.099
482,2025.6877
483,2079.3286
484,1934.517
485,2090.077
486,2039.6329
487,2068.366
488,2071.5283
489,2024.3788
490,2086.2961
491,2048.8225
492,2087.6167
493,2088.9033
494,2052.9958
495,2102.8435
496,2081.184
497,2101.9277
498,2064.7158
499,2033.8069
500,2099.4873
501,2087.6455
502,2026.6123
503,2082.8723
504,2089.85
505,2091.5957
506,2087.8994
507,2080.465
508,2071.1025
509,2075.1665
510,2087.4133
511,2077.2446
512,2039.3086
513,2041.0491
514,2030.6267
515,2061.8809
516,2068.2744
517,2088.3918
518,2084.4229
519,2075.082
520,2065.1646
521,2065.8357
522,2074.7542
523,2080.2324
524,2092.4373
525,2060.6682
526,2050.4373
527,2048.8037
528,2089.492
529,1975.7389
530,2092.413
531,2074.1694
532,2079.4124
533,2083.241
534,2031.3508
535,2058.744
536,2087.39
537,2091.0781
538,2092.4348
539,2067.8208
540,2089.8286
541,2078.5293
542,2119.037
543,2081.4412
544,2015.8993
545,2079.3203
546,2083.6704
547,2052.3982
548,2087.6943
549,2087.8386
550,2038.3516
551,2093.578
552,2105.617
553,2089.934
554,2088.6191
555,2061.8389
556,2085.3523
557,2080.2139
558,2032.8495
559,2101.0146
560,2084.2021
561,2073.8682
562,2028.4524
563,2084.2544
564,2079.4404
565,2080.1506
566,2088.7236
567,2065.2258
568,2091.5083
569,2047.4829
570,2070.465
571,2071.3013
572,2073.7073
573,2059.3848
574,2048.9473
575,2093.0435
576,2068.4888
577,2068.4456
578,2028.69
579,2032.6316
580,2031.54
581,2085.1387
582,1997.0854
583,2089.9846
584,2098.2153
585,2105.8394
586,2071.3677
587,2073.3252
588,2088.0088
589,2038.3707
590,2087.8574
591,2092.8765
592,2056.689
593,1987.1401
594,2079.2268
595,2086.4568
596,2090.3408
597,2062.7158
598,2083.3213
599,2088.0222
600,2070.8975
601,2106.9832
602,2111.6777
603,2118.455
604,2105.4778
605,2103.4155
606,2117.705
607,2095.7256
608,2101.926
609,2091.483
610,2106.0046
611,2109.645
612,2109.38
613,2099.8696
614,2100.093
615,2115.4976
616,2069.9346
617,2038.9553
618,2091.0073
619,2077.7947
620,2093.895
621,2089.1646
622,2112.9258
623,2105.7253
624,2113.1575
625,2085.5405
626,2111.9639
627,2110.7874
628,2103.5603
629,2112.5676
630,2105.8274
631,2102.9321
632,2109.6648
633,2106.0679
634,2081.0244
635,2073.6877
636,2113.0576
637,2106.519
638,2086.7744
639,2110.466
640,2071.1436
641,2116.1
642,2065.8052
643,2112.4011
644,2110.8938
645,2112.4375
646,2111.135
647,2097.874
648,2106.3384
649,2076.878
650,2109.2312
651,2114.6277
652,2108.3828
653,2108.3345
654,2086.1694
655,2110.2437
656,2110.5186
657,2078.9172
658,2113.5693
659,2111.2395
660,2095.5125
661,2098.1772
662,2108.7031
663,2109.918
664,2106.954
665,2102.9883
666,2078.939
667,2110.5898
668,2110.6248
669,2105.859
670,2084.2715
671,2064.676
672,2108.0266
673,2099.8633
674,2080.843
675,2114.6843
676,2082.5996
677,2113.5776
678,2110.8237
679,2117.7734
680,2113.7334
681,2064.2446
682,2088.6936
683,2113.1636
684,2069.6746
685,2070.5737
686,2096.0876
687,2086.013
688,2109.612
689,2097.1636
690,2112.7588
691,2107.1323
692,2092.297
693,2065.6755
694,2113.5056
695,2076.7583
696,2102.1562
697,2087.1313
698,2112.9814
699,2074.8203
700,2101.7764
701,2102.3281
702,2109.7288
703,2090.1406
704,2088.7085
705,2107.7268
706,2107.8792
707,2097.081
708,2111.4526
709,2112.6257
710,2084.9536
711,2069.2393
712,2077.8457
713,2114.228
714,2112.8616
715,2106.731
716,2112.1208
717,2091.4607
718,2109.666
719,2107.1584
720,2107.7886
721,2091.9915
722,2080.9253
723,2066.3035
724,2092.4253
725,2111.4043
726,2108.7239
727,2112.0688
728,2107.6123
729,2102.8909
730,2111.0342
731,2074.7786
732,2114.1736
733,2107.3643
734,2113.0986
735,2104.0112
736,2112.164
737,2102.8582
738,2107.7458
739,2103.8892
740,2091.06
741,2104.953
742,2109.2856
743,2079.8745
744,2074.1804
745,2069.574
746,2115.1782
747,2093.3032
748,2114.088
749,2107.149
750,2107.7349
751,2100.7788
752,2092.7563
753,2104.0994
754,2111.3943
755,2081.7559
756,2112.2346
757,2100.6846
758,2064.5742
759,2061.7097
760,2067.605
761,2109.1538
762,2108.9126
763,2066.7522
764,2107.2969
765,2109.3953
766,2111.6223
767,2105.6057
768,2112.6626
769,2111.7773
770,2106.7017
771,2102.9583
772,2054.7803
773,2103.8193
774,2064.9036
775,2071.3323
776,2101.073
777,2110.4893
778,2104.537
779,2089.29
780,2085.3247
781,2104.664
782,2111.87
783,2108.2798
784,2112.5415
785,2074.5303
786,2095.8562
787,2112.4927
788,2100.6553
789,2112.8079
790,2106.1855
791,2110.0557
792,2105.4604
793,2109.407
794,2115.6223
795,2117.3357
796,2111.192
797,2100.0344
798,2092.2769
799,2107.0308
800,2108.801
801,2074.2773
802,2112.3413
803,2111.139
804,2067.702
805,2106.7505
806,2106.8804
807,2096.477
808,2099.5432
809,2091.0476
810,2101.2383
811,2103.0132
812,2101.3936
813,2107.5952
814,2105.8677
815,2105.0947
816,2073.6816
817,2111.348
818,2081.9175
819,2094.1626
820,2103.3447
821,2081.8887
822,2107.1316
823,2116.04
824,2108.7864
825,2111.3074
826,2104.4263
827,2053.3013
828,2118.519
829,2105.474
830,2070.289
831,2113.8423
832,2083.0305
833,2114.2559
834,2104.3413
835,2106.6045
836,2105.4639
837,2108.6084
838,2086.1377
839,2101.7632
840,2109.9187
841,2106.0273
842,2094.3013
843,2077.9424
844,2102.985
845,2112.9534
846,2081.2007
847,2092.0781
848,2109.4883
849,2101.3936
850,2108.097
851,2092.1333
852,2107.9773
853,2090.3223
854,2118.7073
855,2107.7153
856,2065.6782
857,2068.2222
858,2086.3477
859,2110.2983
860,2109.09
861,2087.6965
862,2110.3564
863,2110.7969
864,2081.1719
865,2107.2917
866,2082.8335
867,2111.751
868,2086.3696
869,2109.188
870,2112.915
871,2071.7124
872,2088.5325
873,2087.8787
874,2111.2275
875,2102.2207
876,2108.6057
877,2084.482
878,2105.9395
879,2108.1948
880,2085.6123
881,2102.4226
882,2097.045
883,2074.6316
884,2087.1177
885,2088.1128
886,2106.415
887,2108.55
888,2099.651
889,2115.612
890,2094.342
891,2110.4639
892,2110.3945
893,2118.1055
894,2105.1865
895,2108.3945
896,2077.9666
897,2056.799
898,2098.9968
899,2104.6113
900,2052.2773
901,2043.3784
902,2093.974
903,2074.426
904,2088.2783
905,2080.1343
906,2074.6934
907,2115.4885
908,2032.4781
909,2067.156
910,2083.0105
911,2064.0376
912,2097.966
913,2075.5842
914,2066.67
915,2149.254
916,2093.9727
917,2081.898
918,2048.3677
919,2018.8809
920,2085.8484
921,2071.538
922,2065.5303
923,2108.7346
924,2076.4998
925,2026.9087
926,2107.953
927,2092.3457
928,2090.7031
929,2108.9326
930,2062.4463
931,2098.3247
932,2094.0452
933,2080.3574
934,2073.6982
935,2066.2092
936,2092.6401
937,2118.8264
938,2055.2441
939,2067.4253
940,2081.773
941,1996.4958
942,2148.3076
943,2087.308
944,2084.4268
945,2085.709
946,1992.5917
947,2061.141
948,2068.7896
949,2079.9285
950,2030.0632
951,2123.3945
952,2082.3125
953,2087.7324
954,2067.3032
955,2160.7266
956,2147.2935
957,2096.0295
958,2081.8965
959,2085.476
960,2106.6494
961,2054.446
962,2030.7675
963,2059.9727
964,1997.1931
965,2100.3555
966,1996.812
967,2075.5127
968,2117.2197
969,2150.7275
970,2089.1648
971,2033.0991
972,2085.216
973,2065.1165
974,2067.6702
975,2063.9995
976,2094.174
977,2017.2803
978,2105.9565
979,2070.0427
980,2078.9565
981,2070.853
982,1960.5782
983,2090.7256
984,2098.5295
985,2056.0366
986,2055.7695
987,2077.2715
988,2025.5306
989,2096.754
990,2097.5933
991,1993.5186
992,2084.8857
993,2021.2605
994,1976.223
995,2098.4238
996,2104.3093
997,2088.6108
998,2036.8779
999,2082.8662
1000,1974.513
1001,2019.8362
1002,2005.7513
1003,2119.12
1004,2071.1914
1005,2023.7657
1006,2048.464
1007,2087.9773
1008,2054.2822
1009,2088.3674
1010,2060.974
1011,2094.5596
1012,2080.731
1013,2082.646
1014,1968.9524
1015,2086.7402
1016,2033.0421
1017,1984.1196
1018,2002.5537
1019,2100.0461
1020,2083.1985
1021,2118.1272
1022,2049.3215
1023,2095.2354
1024,2101.3289
1025,2054.245
1026,2055.4136
1027,2064.9175
1028,2140.2014
1029,2085.6997
1030,2083.6816
1031,2074.5994
1032,2077.7163
1033,2104.1492
1034,2100.3938
1035,2073.8806
1036,2046.0773
1037,2095.6016
1038,2057.6228
1039,2083.3525
1040,2076.311
1041,2083.7134
1042,2141.603
1043,2079.3962
1044,2060.5613
1045,2104.877
1046,2107.486
1047,2075.5635
1048,2102.0845
1049,2112.9834
1050,2098.2263
1051,2166.75
1052,2080.6577
1053,2090.6846
1054,2055.025
1055,2032.0239
1056,2110.7761
1057,2099.4822
1058,2055.9517
1059,2080.7317
1060,2068.7917
1061,2053.561
1062,2158.1685
1063,2011.9827
1064,2058.9722
1065,2069.3052
1066,2080.2173
1067,2072.622
1068,2078.4412
1069,2095.3438
1070,2073.967
1071,2092.1785
1072,2099.6255
1073,2100.3115
1074,2075.6646
1075,2001.155
1076,2008.5007
1077,2109.6567
1078,2093.251
1079,2071.9746
1080,2036.165
1081,2084.6768
1082,2101.9956
1083,2087.0383
1084,2115.7622
1085,2083.9321
1086,2090.6458
1087,2064.9993
1088,2104.288
1089,2105.9656
1090,2043.9031
1091,2027.138
1092,2093.6511
1093,2111.6616
1094,2093.1484
1095,2112.33
1096,2061.9062
1097,2111.539
1098,2145.808
1099,2032.2334
1100,2069.8079
1101,2089.1316
1102,2076.418
1103,2100.7876
1104,2078.481
1105,2028.1279
1106,2063.2861
1107,2053.982
1108,2034.415
1109,2095.9502
1110,2119.8032
1111,2097.2354
1112,2062.0798
1113,2036.6594
1114,2061.4927
1115,2055.808
1116,2089.1187
1117,2082.2534
1118,2048.81
1119,2018.1776
1120,2069.47
1121,2094.9807
1122,2096.5137
1123,2117.4695
1124,2048.6
1125,2058.0273
1126,2085.8872
1127,2084.498
1128,2079.385
1129,2087.5132
1130,2073.52
1131,2059.372
1132,2140.7188
1133,2076.2632
1134,2151.0933
1135,2151.0078
1136,2112.3013
1137,2084.5378
1138,2075.0261
1139,2069.26
1140,2082.9434
1141,2056.3208
1142,2042.9529
1143,2109.4348
1144,2056.33
1145,2086.7046
1146,2040.6111
1147,2092.337
1148,2086.1191
1149,2086.603
1150,2098.7393
1151,2044.5422
1152,2034.9363
1153,2079.0034
1154,2110.9375
1155,2066.6619
1156,2081.3652
1157,2009.6919
1158,2074.1147
1159,2102.6687
1160,2149.8706
1161,2054.0554
1162,2099.5225
1163,2085.066
1164,2057.3152
1165,2054.9326
1166,2102.0093
1167,2021.1364
1168,2068.788
1169,2132.2036
1170,2075.5647
1171,2108.8325
1172,2149.8474
1173,2040.4775
1174,2106.665
1175,2055.2214
1176,2072.4165
1177,2098.9824
1178,2085.1475
1179,2076.7412
1180,2082.8662
1181,2032.1077
1182,2141.7917
1183,2068.8047
1184,2034.6167
1185,2112.528
1186,2050.7112
1187,2106.8857
1188,2015.3245
1189,2056.429
1190,2081.8137
1191,2113.3076
1192,2093.1055
1193,2103.9243
1194,2031.2607
1195,2071.4783
1196,2075.7158
1197,2064.5923
1198,2068.017
1199,2103.6167
1200,2067.8955
1201,2087.339
1202,2035.2699
1203,2044.5396
1204,2020.7056
1205,2076.5884
1206,1994.2383
1207,2068.8945
1208,2091.8633
1209,2100.8894
1210,2103.3008
1211,2165.6963
1212,2069.765
1213,2082.169
1214,2077.7983
1215,2061.3867
1216,2060.9067
1217,2082.9497
1218,2089.53
1219,2097.789
1220,2085.8252
1221,2141.9849
1222,2080.203
1223,2044.5721
1224,2074.769
1225,2054.5193
1226,2078.1685
1227,2055.093
1228,2087.8376
1229,2078.2786
1230,2107.4429
1231,2054.3105
1232,1991.9861
1233,2086.4004
1234,2093.4253
1235,2094.9656
1236,2091.3325
1237,2055.7876
1238,2084.3174
1239,2161.9155
1240,2099.246
1241,2083.7961
1242,2090.1704
1243,2090.4043
1244,2095.669
1245,2088.193
1246,2084.9062
1247,2087.939
1248,2075.3042
1249,2065.0347
1250,2057.5427
1251,2039.0435
1252,2064.726
1253,2107.1729
1254,2108.023
1255,2096.9026
1256,2084.9153
1257,2017.0808
1258,2088.8018
1259,2171.2788
1260,2050.8452
1261,2087.9033
1262,2060.9734
1263,2081.516
1264,2049.7144
1265,2101.3926
1266,2095.228
1267,2118.655
1268,2067.6277
1269,2056.938
1270,2035.801
1271,2067.2183
1272,2064.815
1273,2085.6921
1274,2120.1519
1275,2082.7322
1276,2108.861
1277,2057.4136
1278,2008.1213
1279,2097.0803
1280,2094.426
1281,2113.8794
1282,2069.0732
1283,2120.755
1284,2092.0269
1285,2117.4263
1286,2117.1885
1287,2095.3145
1288,2094.5374
1289,2079.0872
1290,2055.5615
1291,2021.9344
1292,2025.1375
1293,2088.9033
1294,2091.3877
1295,2047.7173
1296,2058.9387
1297,2067.5334
1298,2047.5771
1299,2074.074
1300,2041.2454
1301,2100.254
1302,2073.0466
1303,2099.7874
1304,2078.5244
1305,2095.1377
1306,2051.0728
1307,1998.8016
1308,2056.042
1309,2100.438
1310,2091.5818
1311,2108.6152
1312,2103.7397
1313,2069.7612
1314,2087.962
1315,2033.1992
1316,2044.5157
1317,2137.8127
1318,2112.5486
1319,2091.891
1320,2005.6871
1321,2078.4102
1322,2081.3042
1323,2066.2676
1324,2075.8032
1325,2021.586
1326,2077.81
1327,2107.8696
1328,2114.6318
1329,2061.5444
1330,2117.359
1331,2103.6255
1332,2072.5024
1333,2103.8032
1334,2064.1777
1335,2095.8713
1336,2084.7075
1337,2072.3433
1338,2004.8396
1339,2071.3843
1340,2114.6255
1341,2087.6592
1342,2078.4958
1343,2100.8354
1344,2095.6426
1345,2063.428
1346,2031.9878
1347,2052.6965
1348,2071.9736
1349,2098.5186
1350,2069.1023
1351,2088.184
1352,2085.0781
1353,2094.4788
1354,2067.3594
1355,2115.0151
1356,2101.4556
1357,2090.1636
1358,2093.4575
1359,2067.153
1360,2072.9202
1361,2078.3928
1362,2084.2822
1363,2095.268
1364,2081.2842
1365,2052.9873
1366,2040.0083
1367,2153.8496
1368,2072.4155
1369,2128.2856
1370,2110.5425
1371,2084.477
1372,2118.0464
1373,2081.958
1374,2023.2524
1375,2064.2988
1376,2087.4216
1377,2072.5432
1378,2030.5862
1379,2075.8018
1380,2065.4985
1381,2095.3875
1382,2100.73
1383,2058.2598
1384,2103.095
1385,1986.6584
1386,2089.2346
1387,2113.0798
1388,2071.1577
1389,2045.2592
1390,2115.43
1391,2018.4598
1392,2096.8635
1393,2055.5745
1394,2055.0205
1395,2049.8848
1396,2064.816
1397,2156.5935
1398,2079.3687
1399,2071.546
1400,2042.332
1401,2073.8347
1402,2113.167
1403,2096.1362
1404,2060.6118
1405,2036.4003
1406,2076.2625
1407,2092.2607
1408,2064.5327
1409,2071.9995
1410,2066.7983
1411,2164.0776
1412,2032.1631
1413,2164.5796
1414,2048.5635
1415,2035.3042
1416,2085.4016
1417,2090.7136
1418,2068.268
1419,2059.3916
1420,2028.7334
1421,2066.9324
1422,2094.429
1423,2172.1616
1424,2053.5935
1425,2073.726
1426,2048.6475
1427,2084.332
1428,2110.2175
1429,2072.2607
1430,2105.277
1431,2102.1497
1432,2076.4905
1433,2077.06
1434,2100.9578
1435,2051.916
1436,2086.5322
1437,2115.7402
1438,2108.6177
1439,2095.3435
1440,2097.374
1441,2123.7336
1442,2073.5063
1443,2044.0461
1444,2045.0002
1445,2102.8945
1446,2030.4594
1447,2094.6792
1448,2061.6582
1449,2138.8608
1450,2086.4287
1451,1977.7883
1452,2092.0137
1453,2134.4575
1454,2107.469
1455,2069.2825
1456,2074.9395
1457,2104.205
1458,2065.003
1459,2088.587
1460,2060.438
1461,2099.9116
1462,2087.8872
1463,2062.478
1464,2036.7202
1465,2073.6296
1466,2117.438
1467,2085.4597
1468,2081.666
1469,2084.7607
1470,2105.1782
1471,2080.7263
1472,2071.3198
1473,2093.2449
1474,2028.8439
1475,2110.1855
1476,2079.255
1477,2098.3638
1478,2088.482
1479,2066.8118
1480,2081.2437
1481,2045.5122
1482,2161.1533
1483,2115.9382
1484,2109.7134
1485,2033.5228
1486,2078.685
1487,2149.752
1488,2067.0042
1489,2074.25
1490,2068.2666
1491,2064.4292
1492,2077.6257
1493,2092.6064
1494,2099.9453
1495,2072.3472
1496,2087.3896
1497,2099.9116
1498,2105.8127
1499,2062.336
1500,2127.8062
1501,2060.7139
1502,2070.787
1503,2113.712
1504,2118.4111
1505,2102.505
1506,2157.9155
1507,2065.4285
1508,2068.0679
1509,2053.9033
1510,2061.9565
1511,2145.73
1512,2070.574
1513,2104.5544
1514,2034.18
1515,2075.103
1516,2065.7896
1517,2086.6519
1518,2089.4297
1519,2092.9272
1520,2085.454
1521,2043.7806
1522,2095.7263
1523,2110.3896
1524,2092.1392
1525,2005.8673
1526,2095.4026
1527,2077.2683
1528,2070.412
1529,2073.559
1530,2088.2979
1531,2119.951
1532,2064.0083
1533,2079.8276
1534,2076.7534
1535,2114.4885
1536,2105.5542
1537,2099.02
1538,2104.858
1539,2020.4531
1540,2089.0933
1541,2067.7275
1542,2100.5396
1543,2074.0576
1544,2077.1377
1545,2078.3965
1546,2087.5103
1547,1984.8235
1548,2081.4717
1549,2035.8972
1550,2061.095
1551,2018.2894
1552,2039.9414
1553,2065.7788
1554,2094.2253
1555,2083.184
1556,2085.2031
1557,2082.4602
1558,2083.2317
1559,2083.705
1560,2084.291
1561,2110.2344
1562,2044.5007
1563,2092.2712
1564,2105.13
1565,2063.6213
1566,2048.4556
1567,2075.4644
1568,2071.2446
1569,2111.3499
1570,2110.5967
1571,2060.5813
1572,2125.1824
1573,2032.9556
1574,2064.475
1575,2054.5833
1576,2047.7754
1577,2070.7515
1578,2088.3914
1579,2065.7505
1580,2028.4863
1581,2046.0175
1582,2053.3901
1583,2073.2725
1584,2102.3638
1585,2001.4778
1586,2071.7656
1587,2096.9375
1588,2136.249
1589,2101.3818
1590,2107.4546
1591,2072.2266
1592,2084.291
1593,2060.9277
1594,2091.6162
1595,2020.7056
1596,2057.7954
1597,2119.201
1598,2094.174
1599,2077.803
1600,2103.8516
1601,2145.6064
1602,2096.5417
1603,2067.6265
1604,2079.5073
1605,2094.4639
1606,2052.523
1607,2074.978
1608,2041.3948
1609,2082.3037
1610,2098.9138
1611,2092.933
1612,2078.275
1613,2088.0642
1614,2044.7017
1615,2100.3696
1616,2046.4128
1617,2130.3308
1618,2065.3286
1619,2072.849
1620,2062.9294
1621,2045.1063
1622,2094.68
1623,2065.1455
1624,2052.708
1625,2091.8333
1626,2056.1777
1627,2098.6816
1628,2088.7546
1629,2073.777
1630,2057.6855
1631,2087.4385
1632,2083.3652
1633,2060.5774
1634,2087.5725
1635,2057.9092
1636,2103.2373
1637,2079.3916
1638,2085.7744
1639,2094.2012
1640,2094.1812
1641,2047.5869
1642,2052.0771
1643,2111.0615
1644,2086.6343
1645,2070.574
1646,2078.44
1647,2093.8896
1648,2047.0104
1649,2007.9666
1650,2085.5854
1651,2082.646
1652,2114.4668
1653,2053.1997
1654,2084.3643
1655,2082.6177
1656,2119.9937
1657,2080.67
1658,2071.1917
1659,2077.3691
1660,2097.0933
1661,2023.3013
1662,2081.6055
1663,2079.5122
1664,2113.3267
1665,2142.9514
1666,2094.867
1667,2076.4053
1668,2035.8324
1669,2090.188
1670,2054.4644
1671,2112.2551
1672,2103.7412
1673,2055.6702
1674,2110.297
1675,2078.3896
1676,2074.3513
1677,2137.8623
1678,2051.8496
1679,2103.3882
1680,2058.1665
1681,2068.6294
1682,2085.7944
1683,2069.0117
1684,1980.1067
1685,2099.2578
1686,2071.6948
1687,2086.832
1688,2111.539
1689,2000.8228
1690,2078.0771
1691,2031.3174
1692,2086.5974
1693,2083.6707
1694,2101.838
1695,2123.966
1696,2071.9082
1697,2049.0186
1698,2075.767
1699,2097.9326
1700,2063.1516
1701,2098.2966
1702,2083.0254
1703,2074.5405
1704,2032.9507
1705,2110.8716
1706,2074.0972
